

x(m), Y
-9.00747e-06, 0.0142625
-8.97748e-06, 0.0149404
-8.94748e-06, 0.0158183
-8.91749e-06, 0.0168936
-8.88749e-06, 0.018156
-8.8575e-06, 0.0195877
-8.82751e-06, 0.0211645
-8.79751e-06, 0.0228558
-8.76752e-06, 0.0246257
-8.73753e-06, 0.0264336
-8.70753e-06, 0.0282353
-8.67754e-06, 0.0299844
-8.64754e-06, 0.0316344
-8.61755e-06, 0.0331407
-8.58756e-06, 0.034464
-8.55756e-06, 0.0355725
-8.52757e-06, 0.0364458
-8.49758e-06, 0.0370783
-8.46758e-06, 0.0374822
-8.43759e-06, 0.0376901
-8.40759e-06, 0.0377572
-8.3776e-06, 0.0377603
-8.34761e-06, 0.0377945
-8.31761e-06, 0.0379654
-8.28762e-06, 0.0383761
-8.25763e-06, 0.039111
-8.22763e-06, 0.0402203
-8.19764e-06, 0.0417099
-8.16764e-06, 0.0435401
-8.13765e-06, 0.0456337
-8.10766e-06, 0.0478884
-8.07766e-06, 0.0501911
-8.04767e-06, 0.0524289
-8.01768e-06, 0.0544995
-7.98768e-06, 0.0563159
-7.95769e-06, 0.0578114
-7.92769e-06, 0.0589418
-7.8977e-06, 0.0596865
-7.86771e-06, 0.0600486
-7.83771e-06, 0.0600544
-7.80772e-06, 0.0597517
-7.77773e-06, 0.0592061
-7.74773e-06, 0.0584981
-7.71774e-06, 0.0577163
-7.68774e-06, 0.0569513
-7.65775e-06, 0.0562876
-7.62776e-06, 0.0557957
-7.59776e-06, 0.0555257
-7.56777e-06, 0.0555024
-7.53778e-06, 0.0557253
-7.50778e-06, 0.0561706
-7.47779e-06, 0.0567975
-7.44779e-06, 0.0575541
-7.4178e-06, 0.0583844
-7.38781e-06, 0.0592333
-7.35781e-06, 0.0600492
-7.32782e-06, 0.0607862
-7.29783e-06, 0.0614031
-7.26783e-06, 0.0618636
-7.23784e-06, 0.0621346
-7.20784e-06, 0.0621858
-7.17785e-06, 0.0619893
-7.14786e-06, 0.0615201
-7.11786e-06, 0.0607576
-7.08787e-06, 0.0596874
-7.05788e-06, 0.0583036
-7.02788e-06, 0.0566122
-6.99789e-06, 0.0546331
-6.96789e-06, 0.0524038
-6.9379e-06, 0.0499806
-6.90791e-06, 0.0474406
-6.87791e-06, 0.0448817
-6.84792e-06, 0.0424191
-6.81793e-06, 0.0401793
-6.78793e-06, 0.0382861
-6.75794e-06, 0.0368424
-6.72794e-06, 0.035907
-6.69795e-06, 0.0354777
-6.66796e-06, 0.0354866
-6.63796e-06, 0.0358128
-6.60797e-06, 0.0363065
-6.57798e-06, 0.0368126
-6.54798e-06, 0.0371894
-6.51799e-06, 0.0373196
-6.48799e-06, 0.0371144
-6.458e-06, 0.036514
-6.42801e-06, 0.0354863
-6.39801e-06, 0.0340244
-6.36802e-06, 0.0321436
-6.33803e-06, 0.0298789
-6.30803e-06, 0.0272822
-6.27804e-06, 0.02442
-6.24804e-06, 0.0213726
-6.21805e-06, 0.0182356
-6.18806e-06, 0.0151261
-6.15806e-06, 0.0121996
-6.12807e-06, 0.00968792
-6.09808e-06, 0.00794824
-6.06808e-06, 0.00737748
-6.03809e-06, 0.00799866
-6.00809e-06, 0.0093463
-5.9781e-06, 0.0109397
-5.94811e-06, 0.0124933
-5.91811e-06, 0.0138588
-5.88812e-06, 0.0149588
-5.85813e-06, 0.0157531
-5.82813e-06, 0.0162235
