

x(m), Y
-9.00747e-06, 0.0163394
-8.97748e-06, 0.017121
-8.94748e-06, 0.0180076
-8.91749e-06, 0.0189924
-8.88749e-06, 0.0200649
-8.8575e-06, 0.0212115
-8.82751e-06, 0.0224151
-8.79751e-06, 0.0236559
-8.76752e-06, 0.0249123
-8.73753e-06, 0.0261612
-8.70753e-06, 0.0273804
-8.67754e-06, 0.0285491
-8.64754e-06, 0.0296502
-8.61755e-06, 0.0306721
-8.58756e-06, 0.0316103
-8.55756e-06, 0.0324686
-8.52757e-06, 0.0332603
-8.49758e-06, 0.0340077
-8.46758e-06, 0.0347415
-8.43759e-06, 0.0354983
-8.40759e-06, 0.0363164
-8.3776e-06, 0.0372318
-8.34761e-06, 0.0382727
-8.31761e-06, 0.0394553
-8.28762e-06, 0.0407805
-8.25763e-06, 0.0422334
-8.22763e-06, 0.0437846
-8.19764e-06, 0.0453939
-8.16764e-06, 0.047014
-8.13765e-06, 0.0485956
-8.10766e-06, 0.050092
-8.07766e-06, 0.0514627
-8.04767e-06, 0.0526762
-8.01768e-06, 0.0537124
-7.98768e-06, 0.0545635
-7.95769e-06, 0.0552337
-7.92769e-06, 0.0557386
-7.8977e-06, 0.0561033
-7.86771e-06, 0.0563593
-7.83771e-06, 0.0565418
-7.80772e-06, 0.0566858
-7.77773e-06, 0.0568223
-7.74773e-06, 0.0569758
-7.71774e-06, 0.0571623
-7.68774e-06, 0.0573882
-7.65775e-06, 0.0576517
-7.62776e-06, 0.0579441
-7.59776e-06, 0.0582526
-7.56777e-06, 0.0585634
-7.53778e-06, 0.0588637
-7.50778e-06, 0.0591436
-7.47779e-06, 0.0593973
-7.44779e-06, 0.059622
-7.4178e-06, 0.0598172
-7.38781e-06, 0.0599827
-7.35781e-06, 0.0601159
-7.32782e-06, 0.0602106
-7.29783e-06, 0.0602547
-7.26783e-06, 0.0602298
-7.23784e-06, 0.0601124
-7.20784e-06, 0.0598748
-7.17785e-06, 0.0594881
-7.14786e-06, 0.0589253
-7.11786e-06, 0.0581644
-7.08787e-06, 0.0571921
-7.05788e-06, 0.0560061
-7.02788e-06, 0.0546175
-6.99789e-06, 0.0530521
-6.96789e-06, 0.0513499
-6.9379e-06, 0.0495643
-6.90791e-06, 0.0477589
-6.87791e-06, 0.0460026
-6.84792e-06, 0.0443634
-6.81793e-06, 0.0428993
-6.78793e-06, 0.0416511
-6.75794e-06, 0.0406345
-6.72794e-06, 0.0398363
-6.69795e-06, 0.0392161
-6.66796e-06, 0.0387113
-6.63796e-06, 0.0382464
-6.60797e-06, 0.0377426
-6.57798e-06, 0.0371267
-6.54798e-06, 0.0363375
-6.51799e-06, 0.0353305
-6.48799e-06, 0.0340792
-6.458e-06, 0.0325765
-6.42801e-06, 0.0308335
-6.39801e-06, 0.0288788
-6.36802e-06, 0.0267569
-6.33803e-06, 0.0245266
-6.30803e-06, 0.0222604
-6.27804e-06, 0.0200427
-6.24804e-06, 0.0179688
-6.21805e-06, 0.0161408
-6.18806e-06, 0.0146581
-6.15806e-06, 0.0135977
-6.12807e-06, 0.012988
-6.09808e-06, 0.0127897
-6.06808e-06, 0.0129047
-6.03809e-06, 0.0132069
-6.00809e-06, 0.0135759
-5.9781e-06, 0.0139145
-5.94811e-06, 0.0141536
-5.91811e-06, 0.0142492
-5.88812e-06, 0.0141784
-5.85813e-06, 0.0139351
-5.82813e-06, 0.0135279
-5.79814e-06, 0.0129798
-5.76814e-06, 0.0123281
-5.73815e-06, 0.0116261
-5.70816e-06, 0.0109451
-5.67816e-06, 0.0103727
-5.64817e-06, 0.0100041
-5.61818e-06, 0.00992121
-5.58818e-06, 0.0101646
-5.55819e-06, 0.0107161
-5.52819e-06, 0.0115083
-5.4982e-06, 0.012449
-5.46821e-06, 0.013445
-5.43821e-06, 0.0144147
-5.40822e-06, 0.015292
-5.37823e-06, 0.0160284
-5.34823e-06, 0.0165921
-5.31824e-06, 0.0169696
-5.28824e-06, 0.0171652
-5.25825e-06, 0.0172025
-5.22826e-06, 0.0171242
-5.19826e-06, 0.0169907
-5.16827e-06, 0.0168757
-5.13828e-06, 0.0168578
-5.10828e-06, 0.0170071
-5.07829e-06, 0.0173702
-5.04829e-06, 0.0179586
-5.0183e-06, 0.018746
-4.98831e-06, 0.0196759
-4.95831e-06, 0.0206737
-4.92832e-06, 0.0216595
-4.89833e-06, 0.0225583
-4.86833e-06, 0.0233056
-4.83834e-06, 0.0238521
-4.80834e-06, 0.0241648
-4.77835e-06, 0.0242283
-4.74836e-06, 0.024045
-4.71836e-06, 0.0236348
-4.68837e-06, 0.0230341
-4.65838e-06, 0.0222938
-4.62838e-06, 0.0214763
-4.59839e-06, 0.0206509
-4.56839e-06, 0.0198871
-4.5384e-06, 0.0192453
-4.50841e-06, 0.0187678
-4.47841e-06, 0.0184709
-4.44842e-06, 0.0183426
-4.41843e-06, 0.0183473
-4.38843e-06, 0.0184348
-4.35844e-06, 0.0185521
-4.32845e-06, 0.0186529
-4.29845e-06, 0.0187036
-4.26846e-06, 0.0186864
-4.23846e-06, 0.0185997
-4.20847e-06, 0.0184551
-4.17848e-06, 0.0182748
-4.14848e-06, 0.0180857
-4.11849e-06, 0.0179141
-4.0885e-06, 0.0177804
-4.0585e-06, 0.0176952
-4.02851e-06, 0.0176573
-3.99851e-06, 0.0176555
-3.96852e-06, 0.0176724
-3.93853e-06, 0.0176898
-3.90853e-06, 0.0176948
-3.87854e-06, 0.0176839
-3.84855e-06, 0.0176668
-3.81855e-06, 0.0176666
-3.78856e-06, 0.017718
-3.75856e-06, 0.0178615
-3.72857e-06, 0.0181357
-3.69858e-06, 0.0185685
-3.66858e-06, 0.019169
-3.63859e-06, 0.0199252
-3.6086e-06, 0.0208054
-3.5786e-06, 0.0217639
-3.54861e-06, 0.0227491
-3.51861e-06, 0.0237102
-3.48862e-06, 0.0246029
-3.45863e-06, 0.0253937
-3.42863e-06, 0.0260621
-3.39864e-06, 0.0266009
-3.36865e-06, 0.0270163
-3.33865e-06, 0.0273259
-3.30866e-06, 0.027555
-3.27866e-06, 0.0277329
-3.24867e-06, 0.0278873
-3.21868e-06, 0.0280393
-3.18868e-06, 0.028199
-3.15869e-06, 0.0283629
-3.1287e-06, 0.0285134
-3.0987e-06, 0.0286217
-3.06871e-06, 0.028651
-3.03871e-06, 0.0285626
-3.00872e-06, 0.028321
-2.97873e-06, 0.0278989
-2.94873e-06, 0.0272823
-2.91874e-06, 0.0264741
-2.88875e-06, 0.0254971
-2.85875e-06, 0.0243961
-2.82876e-06, 0.0232401
-2.79876e-06, 0.0221206
-2.76877e-06, 0.021147
-2.73878e-06, 0.0204338
-2.70878e-06, 0.020079
-2.67879e-06, 0.0201388
-2.6488e-06, 0.0206087
-2.6188e-06, 0.0214253
-2.58881e-06, 0.022485
-2.55881e-06, 0.0236695
-2.52882e-06, 0.0248654
-2.49883e-06, 0.0259745
-2.46883e-06, 0.0269183
-2.43884e-06, 0.0276379
-2.40885e-06, 0.0280924
-2.37885e-06, 0.0282568
-2.34886e-06, 0.0281202
-2.31886e-06, 0.0276831
-2.28887e-06, 0.026956
-2.25888e-06, 0.0259573
-2.22888e-06, 0.0247125
-2.19889e-06, 0.0232534
-2.1689e-06, 0.0216182
-2.1389e-06, 0.0198534
-2.10891e-06, 0.0180173
-2.07891e-06, 0.016185
-2.04892e-06, 0.0144584
-2.01893e-06, 0.0129736
-1.98893e-06, 0.0119012
-1.95894e-06, 0.0114117
-1.92895e-06, 0.0115982
-1.89895e-06, 0.0124136
-1.86896e-06, 0.013698
-1.83896e-06, 0.0152612
-1.80897e-06, 0.0169365
-1.77898e-06, 0.0185942
-1.74898e-06, 0.020136
-1.71899e-06, 0.0214882
-1.689e-06, 0.0225963
-1.659e-06, 0.0234225
-1.62901e-06, 0.0239446
-1.59901e-06, 0.0241557
-1.56902e-06, 0.0240652
-1.53903e-06, 0.0236992
-1.50903e-06, 0.0231016
-1.47904e-06, 0.0223352
-1.44905e-06, 0.0214808
-1.41905e-06, 0.0206367
-1.38906e-06, 0.0199119
-1.35906e-06, 0.0194154
-1.32907e-06, 0.019237
-1.29908e-06, 0.0194279
-1.26908e-06, 0.0199874
-1.23909e-06, 0.0208661
-1.2091e-06, 0.0219827
-1.1791e-06, 0.023243
-1.14911e-06, 0.0245558
-1.11911e-06, 0.0258406
-1.08912e-06, 0.0270308
-1.05913e-06, 0.0280728
-1.02913e-06, 0.0289245
-9.99139e-07, 0.0295528
-9.69145e-07, 0.0299318
-9.39152e-07, 0.0300408
-9.09158e-07, 0.0298627
-8.79164e-07, 0.0293838
-8.4917e-07, 0.0285929
-8.19177e-07, 0.0274819
-7.89183e-07, 0.0260459
-7.59189e-07, 0.0242846
-7.29195e-07, 0.0222031
-6.99202e-07, 0.0198132
-6.69208e-07, 0.0171347
-6.39214e-07, 0.0141977
-6.0922e-07, 0.011047
-5.79227e-07, 0.00775816
-5.49233e-07, 0.0045258
-5.19239e-07, 0.00249511
-4.89245e-07, 0.00438747
-4.59252e-07, 0.00772642
-4.29258e-07, 0.0112221
-3.99264e-07, 0.0146507
-3.6927e-07, 0.0179172
-3.39277e-07, 0.020957
-3.09283e-07, 0.0237196
-2.79289e-07, 0.0261653
-2.49295e-07, 0.0282648
-2.19302e-07, 0.0299988
-1.89308e-07, 0.0313582
-1.59314e-07, 0.0323433
-1.2932e-07, 0.0329634
-9.93266e-08, 0.0332352
-6.93329e-08, 0.0331822
-3.93392e-08, 0.032833
-9.3454e-09, 0.0322206
2.06483e-08, 0.0313816
5.06421e-08, 0.0303563
8.06358e-08, 0.02919
1.1063e-07, 0.0279346
1.40623e-07, 0.0266517
1.70617e-07, 0.0254157
2.00611e-07, 0.0243162
2.30605e-07, 0.0234567
2.60598e-07, 0.0229462
2.90592e-07, 0.0228824
3.20586e-07, 0.0233287
3.5058e-07, 0.0242962
3.80573e-07, 0.0257409
4.10567e-07, 0.0275766
4.40561e-07, 0.0296949
4.70555e-07, 0.0319825
5.00548e-07, 0.034331
5.30542e-07, 0.0366428
5.60536e-07, 0.0388328
5.9053e-07, 0.0408291
6.20523e-07, 0.0425731
6.50517e-07, 0.0440187
6.80511e-07, 0.0451326
7.10505e-07, 0.045893
7.40498e-07, 0.0462891
7.70492e-07, 0.0463195
8.00486e-07, 0.0459911
8.3048e-07, 0.0453171
8.60473e-07, 0.0443155
8.90467e-07, 0.0430073
9.20461e-07, 0.0414152
9.50455e-07, 0.0395627
9.80448e-07, 0.0374741
1.01044e-06, 0.0351753
1.04044e-06, 0.0326957
1.07043e-06, 0.0300722
1.10042e-06, 0.0273548
1.13042e-06, 0.0246163
1.16041e-06, 0.0219662
1.1904e-06, 0.0195696
1.2204e-06, 0.0176647
1.25039e-06, 0.0165471
1.28039e-06, 0.0164743
1.31038e-06, 0.0175127
1.34037e-06, 0.019494
1.37037e-06, 0.0221355
1.40036e-06, 0.0251683
1.43035e-06, 0.0283831
1.46035e-06, 0.0316261
1.49034e-06, 0.0347847
1.52034e-06, 0.0377758
1.55033e-06, 0.0405379
1.58032e-06, 0.0430271
1.61032e-06, 0.0452142
1.64031e-06, 0.0470826
1.6703e-06, 0.0486276
1.7003e-06, 0.049854
1.73029e-06, 0.0507754
1.76029e-06, 0.0514124
1.79028e-06, 0.0517913
1.82027e-06, 0.0519428
1.85027e-06, 0.0518998
1.88026e-06, 0.0516973
1.91025e-06, 0.0513707
1.94025e-06, 0.0509548
1.97024e-06, 0.0504833
2.00024e-06, 0.0499872
2.03023e-06, 0.0494948
2.06022e-06, 0.0490298
2.09022e-06, 0.0486108
2.12021e-06, 0.0482495
2.1502e-06, 0.0479501
2.1802e-06, 0.0477089
2.21019e-06, 0.0475136
2.24019e-06, 0.0473443
2.27018e-06, 0.0471749
2.30017e-06, 0.0469748
2.33017e-06, 0.0467116
2.36016e-06, 0.046353
2.39015e-06, 0.0458702
2.42015e-06, 0.0452395
2.45014e-06, 0.0444446
2.48014e-06, 0.0434785
2.51013e-06, 0.0423446
2.54012e-06, 0.0410582
2.57012e-06, 0.039648
2.60011e-06, 0.0381573
2.6301e-06, 0.0366454
2.6601e-06, 0.0351888
2.69009e-06, 0.0338816
2.72009e-06, 0.0328332
2.75008e-06, 0.0321607
2.78007e-06, 0.0319759
2.81007e-06, 0.0323666
2.84006e-06, 0.0333794
2.87005e-06, 0.0350103
2.90005e-06, 0.0372087
2.93004e-06, 0.0398906
2.96004e-06, 0.042953
2.99003e-06, 0.0462866
3.02002e-06, 0.0497821
3.05002e-06, 0.0533344
3.08001e-06, 0.0568439
3.11e-06, 0.060217
3.14e-06, 0.0633668
3.16999e-06, 0.0662142
3.19999e-06, 0.0686882
3.22998e-06, 0.0707276
3.25997e-06, 0.0722814
3.28997e-06, 0.0733102
3.31996e-06, 0.0737866
3.34995e-06, 0.073695
3.37995e-06, 0.073032
3.40994e-06, 0.0718052
3.43994e-06, 0.0700324
3.46993e-06, 0.0677401
3.49992e-06, 0.0649614
3.52992e-06, 0.061735
3.55991e-06, 0.0581031
3.5899e-06, 0.0541106
3.6199e-06, 0.0498047
3.64989e-06, 0.0452369
3.67989e-06, 0.0404663
3.70988e-06, 0.0355681
3.73987e-06, 0.0306507
3.76987e-06, 0.0258893
3.79986e-06, 0.0215935
3.82985e-06, 0.0183137
3.85985e-06, 0.016859
3.88984e-06, 0.0178267
3.91984e-06, 0.0209516
3.94983e-06, 0.0254567
3.97982e-06, 0.0306955
4.00982e-06, 0.0362667
4.03981e-06, 0.041923
4.0698e-06, 0.0474963
4.0998e-06, 0.0528614
4.12979e-06, 0.0579181
4.15979e-06, 0.0625841
4.18978e-06, 0.0667914
4.21977e-06, 0.0704857
4.24977e-06, 0.0736261
4.27976e-06, 0.0761848
4.30975e-06, 0.0781465
4.33975e-06, 0.0795085
4.36974e-06, 0.0802792
4.39974e-06, 0.0804771
4.42973e-06, 0.0801288
4.45972e-06, 0.079268
4.48972e-06, 0.0779331
4.51971e-06, 0.0761666
4.5497e-06, 0.0740134
4.5797e-06, 0.0715204
4.60969e-06, 0.0687368
4.63969e-06, 0.0657145
4.66968e-06, 0.0625099
4.69967e-06, 0.0591857
4.72967e-06, 0.0558136
4.75966e-06, 0.052477
4.78965e-06, 0.0492731
4.81965e-06, 0.0463141
4.84964e-06, 0.0437239
4.87964e-06, 0.0416302
4.90963e-06, 0.040148
4.93962e-06, 0.0393585
4.96962e-06, 0.0392876
4.99961e-06, 0.039897
5.0296e-06, 0.0410917
5.0596e-06, 0.0427414
5.08959e-06, 0.0447049
5.11959e-06, 0.0468484
5.14958e-06, 0.0490574
5.17957e-06, 0.0512397
5.20957e-06, 0.053327
5.23956e-06, 0.0552717
5.26955e-06, 0.0570456
5.29955e-06, 0.0586361
5.32954e-06, 0.0600436
5.35954e-06, 0.0612791
5.38953e-06, 0.0623615
5.41952e-06, 0.0633147
5.44952e-06, 0.0641659
5.47951e-06, 0.0649428
5.5095e-06, 0.0656719
5.5395e-06, 0.0663764
5.56949e-06, 0.0670746
5.59949e-06, 0.0677783
5.62948e-06, 0.068492
5.65947e-06, 0.0692121
5.68947e-06, 0.0699269
5.71946e-06, 0.0706169
5.74945e-06, 0.0712556
5.77945e-06, 0.071811
5.80944e-06, 0.0722474
5.83944e-06, 0.0725272
5.86943e-06, 0.0726132
5.89942e-06, 0.0724711
5.92942e-06, 0.0720711
5.95941e-06, 0.0713904
5.9894e-06, 0.0704146
6.0194e-06, 0.0691395
6.04939e-06, 0.0675722
6.07939e-06, 0.0657323
6.10938e-06, 0.0636532
6.13937e-06, 0.0613828
6.16937e-06, 0.0589851
6.19936e-06, 0.0565409
6.22935e-06, 0.0541492
6.25935e-06, 0.051927
6.28934e-06, 0.0500069
6.31934e-06, 0.0485308
6.34933e-06, 0.0476369
6.37932e-06, 0.0474416
6.40932e-06, 0.0480191
6.43931e-06, 0.0493869
6.4693e-06, 0.0515033
6.4993e-06, 0.0542775
6.52929e-06, 0.0575869
6.55929e-06, 0.0612931
6.58928e-06, 0.0652546
6.61927e-06, 0.069334
6.64927e-06, 0.0734015
6.67926e-06, 0.0773363
6.70925e-06, 0.0810277
6.73925e-06, 0.084375
6.76924e-06, 0.0872889
6.79924e-06, 0.0896917
6.82923e-06, 0.0915187
6.85922e-06, 0.0927188
6.88922e-06, 0.0932553
6.91921e-06, 0.0931065
6.9492e-06, 0.0922658
6.9792e-06, 0.0907417
7.00919e-06, 0.0885572
7.03919e-06, 0.0857492
7.06918e-06, 0.0823681
7.09917e-06, 0.0784769
7.12917e-06, 0.0741517
7.15916e-06, 0.0694822
7.18915e-06, 0.0645744
7.21915e-06, 0.0595554
7.24914e-06, 0.0545803
7.27914e-06, 0.0498436
7.30913e-06, 0.0455892
7.33912e-06, 0.0421149
7.36912e-06, 0.0397494
7.39911e-06, 0.0387831
7.4291e-06, 0.0393646
7.4591e-06, 0.041431
7.48909e-06, 0.0447397
7.51909e-06, 0.0489684
7.54908e-06, 0.053801
7.57907e-06, 0.058967
7.60907e-06, 0.064247
7.63906e-06, 0.0694649
7.66905e-06, 0.0744781
7.69905e-06, 0.0791701
7.72904e-06, 0.0834452
7.75904e-06, 0.0872258
7.78903e-06, 0.0904499
7.81902e-06, 0.0930706
7.84902e-06, 0.095055
7.87901e-06, 0.0963837
7.909e-06, 0.0970499
7.939e-06, 0.0970585
7.96899e-06, 0.0964253
7.99899e-06, 0.095176
8.02898e-06, 0.0933449
8.05897e-06, 0.0909747
8.08897e-06, 0.0881158
8.11896e-06, 0.0848266
8.14895e-06, 0.081174
8.17895e-06, 0.0772354
8.20894e-06, 0.0731005
8.23894e-06, 0.0688752
8.26893e-06, 0.0646847
8.29892e-06, 0.0606776
8.32892e-06, 0.0570265
8.35891e-06, 0.0539236
8.3889e-06, 0.0515665
8.4189e-06, 0.0501289
8.44889e-06, 0.0497237
8.47889e-06, 0.0503703
